"order_id","customer_id","customer_email","customer_name","status","currency","payment_method","payment_method_title","date_created","date_paid","date_completed","order_total","order_subtotal","order_tax_total","order_shipping_total","order_discount_total","billing_first_name","billing_last_name","billing_email","billing_address_1","billing_address_2","billing_city","billing_state","billing_postcode","billing_country","billing_phone","shipping_first_name","shipping_last_name","shipping_email","shipping_address_1","shipping_address_2","shipping_city","shipping_state","shipping_postcode","shipping_country","shipping_phone","item_product_id","item_variant_id","item_title","item_quantity","item_price","item_total"
43,42,"camille.petit@email.example","Camille Petit","completed","EUR","bacs","Bank Transfer","2025-03-10T13:49:24.896Z","2025-03-10T14:56:43.547Z","2025-03-16T17:24:59.337Z",14200.8,11640,2560.8,0,0,"Camille","Petit","camille.petit@email.example","Rue de Montpellier 56","","Lyon","","33000","FR","+33302494356","Camille","Petit","camille.petit@email.example","Rue de Montpellier 56","","Lyon","","33000","FR","+33302494356",8,,,3,2775,8325
43,42,"camille.petit@email.example","Camille Petit","completed","EUR","bacs","Bank Transfer","2025-03-10T13:49:24.896Z","2025-03-10T14:56:43.547Z","2025-03-16T17:24:59.337Z",14200.8,11640,2560.8,0,0,"Camille","Petit","camille.petit@email.example","Rue de Montpellier 56","","Lyon","","33000","FR","+33302494356","Camille","Petit","camille.petit@email.example","Rue de Montpellier 56","","Lyon","","33000","FR","+33302494356",9,,,2,1657.5,3315
44,43,"william.garcia@email.example","William Garcia","completed","EUR","bacs","Bank Transfer","2025-01-19T06:26:48.878Z","2025-01-19T21:28:21.938Z","2025-01-26T07:54:32.142Z",8824.62,7221,1588.6200000000001,15,0,"William","Garcia","william.garcia@email.example","Cardiff Street 1","","Glasgow","","LS1 1AA","GB","+44369138145","William","Garcia","william.garcia@email.example","Cardiff Street 1","","Glasgow","","LS1 1AA","GB","+44369138145",80,,,3,888,2664
44,43,"william.garcia@email.example","William Garcia","completed","EUR","bacs","Bank Transfer","2025-01-19T06:26:48.878Z","2025-01-19T21:28:21.938Z","2025-01-26T07:54:32.142Z",8824.62,7221,1588.6200000000001,15,0,"William","Garcia","william.garcia@email.example","Cardiff Street 1","","Glasgow","","LS1 1AA","GB","+44369138145","William","Garcia","william.garcia@email.example","Cardiff Street 1","","Glasgow","","LS1 1AA","GB","+44369138145",28,,,2,253.5,507
44,43,"william.garcia@email.example","William Garcia","completed","EUR","bacs","Bank Transfer","2025-01-19T06:26:48.878Z","2025-01-19T21:28:21.938Z","2025-01-26T07:54:32.142Z",8824.62,7221,1588.6200000000001,15,0,"William","Garcia","william.garcia@email.example","Cardiff Street 1","","Glasgow","","LS1 1AA","GB","+44369138145","William","Garcia","william.garcia@email.example","Cardiff Street 1","","Glasgow","","LS1 1AA","GB","+44369138145",47,,,3,1350,4050
45,43,"william.garcia@email.example","William Garcia","completed","EUR","bacs","Bank Transfer","2023-11-09T14:36:34.262Z","2023-11-10T08:01:23.306Z","2023-11-16T09:06:11.103Z",20109.6,17955,3950.1,0,1795.5,"William","Garcia","william.garcia@email.example","Manchester Street 60","","Bristol","","LS1 1AA","GB","+44795749125","William","Garcia","william.garcia@email.example","Manchester Street 60","","Bristol","","LS1 1AA","GB","+44795749125",36,,,2,712.5,1425
45,43,"william.garcia@email.example","William Garcia","completed","EUR","bacs","Bank Transfer","2023-11-09T14:36:34.262Z","2023-11-10T08:01:23.306Z","2023-11-16T09:06:11.103Z",20109.6,17955,3950.1,0,1795.5,"William","Garcia","william.garcia@email.example","Manchester Street 60","","Bristol","","LS1 1AA","GB","+44795749125","William","Garcia","william.garcia@email.example","Manchester Street 60","","Bristol","","LS1 1AA","GB","+44795749125",66,,,2,1402.5,2805
45,43,"william.garcia@email.example","William Garcia","completed","EUR","bacs","Bank Transfer","2023-11-09T14:36:34.262Z","2023-11-10T08:01:23.306Z","2023-11-16T09:06:11.103Z",20109.6,17955,3950.1,0,1795.5,"William","Garcia","william.garcia@email.example","Manchester Street 60","","Bristol","","LS1 1AA","GB","+44795749125","William","Garcia","william.garcia@email.example","Manchester Street 60","","Bristol","","LS1 1AA","GB","+44795749125",18,,,3,3172.5,9517.5
45,43,"william.garcia@email.example","William Garcia","completed","EUR","bacs","Bank Transfer","2023-11-09T14:36:34.262Z","2023-11-10T08:01:23.306Z","2023-11-16T09:06:11.103Z",20109.6,17955,3950.1,0,1795.5,"William","Garcia","william.garcia@email.example","Manchester Street 60","","Bristol","","LS1 1AA","GB","+44795749125","William","Garcia","william.garcia@email.example","Manchester Street 60","","Bristol","","LS1 1AA","GB","+44795749125",66,,,3,1402.5,4207.5
46,44,"arthur.martin@email.example","Arthur Martin","completed","EUR","bacs","Bank Transfer","2024-08-03T16:29:28.075Z","2024-08-04T10:09:02.760Z","2024-08-05T04:07:11.065Z",5818.78,4749,1044.78,25,0,"Arthur","Martin","arthur.martin@email.example","Rue de Toulouse 47","","Lille","","69001","FR","+33445964458","Arthur","Martin","arthur.martin@email.example","Rue de Toulouse 47","","Lille","","69001","FR","+33445964458",31,,,2,2122.5,4245
46,44,"arthur.martin@email.example","Arthur Martin","completed","EUR","bacs","Bank Transfer","2024-08-03T16:29:28.075Z","2024-08-04T10:09:02.760Z","2024-08-05T04:07:11.065Z",5818.78,4749,1044.78,25,0,"Arthur","Martin","arthur.martin@email.example","Rue de Toulouse 47","","Lille","","69001","FR","+33445964458","Arthur","Martin","arthur.martin@email.example","Rue de Toulouse 47","","Lille","","69001","FR","+33445964458",20,,,2,252,504
47,45,"camille.robert@email.example","Camille Robert","completed","EUR","bacs","Bank Transfer","2024-09-19T10:02:32.387Z","2024-09-19T13:44:36.532Z","2024-09-25T11:49:39.365Z",7876.503,6456.15,1420.3529999999998,0,0,"Camille","Robert","camille.robert@email.example","Rue de Marseille 50","","Nantes","","06000","FR","+33536580619","Camille","Robert","camille.robert@email.example","Rue de Marseille 50","","Nantes","","06000","FR","+33536580619",74,,,1,197.4,197.4
47,45,"camille.robert@email.example","Camille Robert","completed","EUR","bacs","Bank Transfer","2024-09-19T10:02:32.387Z","2024-09-19T13:44:36.532Z","2024-09-25T11:49:39.365Z",7876.503,6456.15,1420.3529999999998,0,0,"Camille","Robert","camille.robert@email.example","Rue de Marseille 50","","Nantes","","06000","FR","+33536580619","Camille","Robert","camille.robert@email.example","Rue de Marseille 50","","Nantes","","06000","FR","+33536580619",2,,,2,2100,4200
47,45,"camille.robert@email.example","Camille Robert","completed","EUR","bacs","Bank Transfer","2024-09-19T10:02:32.387Z","2024-09-19T13:44:36.532Z","2024-09-25T11:49:39.365Z",7876.503,6456.15,1420.3529999999998,0,0,"Camille","Robert","camille.robert@email.example","Rue de Marseille 50","","Nantes","","06000","FR","+33536580619","Camille","Robert","camille.robert@email.example","Rue de Marseille 50","","Nantes","","06000","FR","+33536580619",17,,,3,555,1665
47,45,"camille.robert@email.example","Camille Robert","completed","EUR","bacs","Bank Transfer","2024-09-19T10:02:32.387Z","2024-09-19T13:44:36.532Z","2024-09-25T11:49:39.365Z",7876.503,6456.15,1420.3529999999998,0,0,"Camille","Robert","camille.robert@email.example","Rue de Marseille 50","","Nantes","","06000","FR","+33536580619","Camille","Robert","camille.robert@email.example","Rue de Marseille 50","","Nantes","","06000","FR","+33536580619",32,,,1,393.75,393.75
48,46,"james.jones@email.example","James Jones","completed","EUR","bacs","Bank Transfer","2024-04-13T18:20:21.618Z","2024-04-14T17:45:41.289Z","2024-04-17T07:19:50.099Z",17304,15450,3399,0,1545,"James","Jones","james.jones@email.example","Sheffield Street 76","","Birmingham","","LS1 1AA","GB","+44594108302","James","Jones","james.jones@email.example","Sheffield Street 76","","Birmingham","","LS1 1AA","GB","+44594108302",18,,,3,3172.5,9517.5
48,46,"james.jones@email.example","James Jones","completed","EUR","bacs","Bank Transfer","2024-04-13T18:20:21.618Z","2024-04-14T17:45:41.289Z","2024-04-17T07:19:50.099Z",17304,15450,3399,0,1545,"James","Jones","james.jones@email.example","Sheffield Street 76","","Birmingham","","LS1 1AA","GB","+44594108302","James","Jones","james.jones@email.example","Sheffield Street 76","","Birmingham","","LS1 1AA","GB","+44594108302",90,,,3,1260,3780
48,46,"james.jones@email.example","James Jones","completed","EUR","bacs","Bank Transfer","2024-04-13T18:20:21.618Z","2024-04-14T17:45:41.289Z","2024-04-17T07:19:50.099Z",17304,15450,3399,0,1545,"James","Jones","james.jones@email.example","Sheffield Street 76","","Birmingham","","LS1 1AA","GB","+44594108302","James","Jones","james.jones@email.example","Sheffield Street 76","","Birmingham","","LS1 1AA","GB","+44594108302",92,,,1,2152.5,2152.5
49,47,"matteo.romano@email.example","Matteo Romano","completed","EUR","bacs","Bank Transfer","2025-03-05T06:31:43.359Z","2025-03-05T12:36:07.138Z","2025-03-07T21:32:06.892Z",13798.2,11310,2488.2,0,0,"Matteo","Romano","matteo.romano@email.example","Via Genova 27","","Napoli","","20100","IT","+39705411331","Matteo","Romano","matteo.romano@email.example","Via Genova 27","","Napoli","","20100","IT","+39705411331",55,,,2,2550,5100
49,47,"matteo.romano@email.example","Matteo Romano","completed","EUR","bacs","Bank Transfer","2025-03-05T06:31:43.359Z","2025-03-05T12:36:07.138Z","2025-03-07T21:32:06.892Z",13798.2,11310,2488.2,0,0,"Matteo","Romano","matteo.romano@email.example","Via Genova 27","","Napoli","","20100","IT","+39705411331","Matteo","Romano","matteo.romano@email.example","Via Genova 27","","Napoli","","20100","IT","+39705411331",27,,,2,2340,4680
49,47,"matteo.romano@email.example","Matteo Romano","completed","EUR","bacs","Bank Transfer","2025-03-05T06:31:43.359Z","2025-03-05T12:36:07.138Z","2025-03-07T21:32:06.892Z",13798.2,11310,2488.2,0,0,"Matteo","Romano","matteo.romano@email.example","Via Genova 27","","Napoli","","20100","IT","+39705411331","Matteo","Romano","matteo.romano@email.example","Via Genova 27","","Napoli","","20100","IT","+39705411331",48,,,2,765,1530
50,48,"james.johnson@email.example","James Johnson","completed","EUR","bacs","Bank Transfer","2025-04-12T16:27:54.217Z","2025-04-13T08:12:33.002Z","2025-04-17T11:43:39.228Z",9339.85,7642.5,1681.35,16,0,"James","Johnson","james.johnson@email.example","Oxford Street 97","","Liverpool","","G1 1AA","GB","+44838175506","James","Johnson","james.johnson@email.example","Oxford Street 97","","Liverpool","","G1 1AA","GB","+44838175506",94,,,1,2992.5,2992.5
50,48,"james.johnson@email.example","James Johnson","completed","EUR","bacs","Bank Transfer","2025-04-12T16:27:54.217Z","2025-04-13T08:12:33.002Z","2025-04-17T11:43:39.228Z",9339.85,7642.5,1681.35,16,0,"James","Johnson","james.johnson@email.example","Oxford Street 97","","Liverpool","","G1 1AA","GB","+44838175506","James","Johnson","james.johnson@email.example","Oxford Street 97","","Liverpool","","G1 1AA","GB","+44838175506",88,,,3,675,2025
50,48,"james.johnson@email.example","James Johnson","completed","EUR","bacs","Bank Transfer","2025-04-12T16:27:54.217Z","2025-04-13T08:12:33.002Z","2025-04-17T11:43:39.228Z",9339.85,7642.5,1681.35,16,0,"James","Johnson","james.johnson@email.example","Oxford Street 97","","Liverpool","","G1 1AA","GB","+44838175506","James","Johnson","james.johnson@email.example","Oxford Street 97","","Liverpool","","G1 1AA","GB","+44838175506",5,,,1,1050,1050
50,48,"james.johnson@email.example","James Johnson","completed","EUR","bacs","Bank Transfer","2025-04-12T16:27:54.217Z","2025-04-13T08:12:33.002Z","2025-04-17T11:43:39.228Z",9339.85,7642.5,1681.35,16,0,"James","Johnson","james.johnson@email.example","Oxford Street 97","","Liverpool","","G1 1AA","GB","+44838175506","James","Johnson","james.johnson@email.example","Oxford Street 97","","Liverpool","","G1 1AA","GB","+44838175506",97,,,1,1575,1575
51,49,"lucas.thomas@email.example","Lucas Thomas","completed","EUR","bacs","Bank Transfer","2024-02-10T04:29:48.875Z","2024-02-10T19:41:50.161Z","2024-02-13T23:22:37.089Z",11858.4,9720,2138.4,0,0,"Lucas","Thomas","lucas.thomas@email.example","Rue de Paris 47","","Marseille","","69001","FR","+33246849293","Lucas","Thomas","lucas.thomas@email.example","Rue de Paris 47","","Marseille","","69001","FR","+33246849293",43,,,2,1350,2700
51,49,"lucas.thomas@email.example","Lucas Thomas","completed","EUR","bacs","Bank Transfer","2024-02-10T04:29:48.875Z","2024-02-10T19:41:50.161Z","2024-02-13T23:22:37.089Z",11858.4,9720,2138.4,0,0,"Lucas","Thomas","lucas.thomas@email.example","Rue de Paris 47","","Marseille","","69001","FR","+33246849293","Lucas","Thomas","lucas.thomas@email.example","Rue de Paris 47","","Marseille","","69001","FR","+33246849293",27,,,3,2340,7020
52,50,"charlotte.wilson@email.example","Charlotte Wilson","completed","EUR","bacs","Bank Transfer","2024-01-28T11:57:36.855Z","2024-01-29T02:36:00.257Z","2024-01-30T06:05:36.229Z",2524.5,2025,445.5,54,0,"Charlotte","Wilson","charlotte.wilson@email.example","Leeds Street 54","","Cardiff","","SW1A 1AA","GB","+44745760480","Charlotte","Wilson","charlotte.wilson@email.example","Leeds Street 54","","Cardiff","","SW1A 1AA","GB","+44745760480",79,,,1,1080,1080
52,50,"charlotte.wilson@email.example","Charlotte Wilson","completed","EUR","bacs","Bank Transfer","2024-01-28T11:57:36.855Z","2024-01-29T02:36:00.257Z","2024-01-30T06:05:36.229Z",2524.5,2025,445.5,54,0,"Charlotte","Wilson","charlotte.wilson@email.example","Leeds Street 54","","Cardiff","","SW1A 1AA","GB","+44745760480","Charlotte","Wilson","charlotte.wilson@email.example","Leeds Street 54","","Cardiff","","SW1A 1AA","GB","+44745760480",76,,,1,945,945
53,50,"charlotte.wilson@email.example","Charlotte Wilson","completed","EUR","bacs","Bank Transfer","2024-12-21T18:21:14.006Z","2024-12-22T05:37:20.168Z","2024-12-24T04:54:18.006Z",5252.1,4305,947.1,0,0,"Charlotte","Wilson","charlotte.wilson@email.example","Sheffield Street 85","","Glasgow","","M1 1AA","GB","+44893536879","Charlotte","Wilson","charlotte.wilson@email.example","Sheffield Street 85","","Glasgow","","M1 1AA","GB","+44893536879",92,,,2,2152.5,4305
54,50,"charlotte.wilson@email.example","Charlotte Wilson","completed","EUR","bacs","Bank Transfer","2025-07-28T16:39:55.175Z","2025-07-28T23:39:01.735Z","2025-08-01T06:14:23.037Z",11792.4,10507.5,2311.65,24,1050.75,"Charlotte","Wilson","charlotte.wilson@email.example","Cardiff Street 35","","Liverpool","","EH1 1AA","GB","+44653759955","Charlotte","Wilson","charlotte.wilson@email.example","Cardiff Street 35","","Liverpool","","EH1 1AA","GB","+44653759955",94,,,2,2992.5,5985
54,50,"charlotte.wilson@email.example","Charlotte Wilson","completed","EUR","bacs","Bank Transfer","2025-07-28T16:39:55.175Z","2025-07-28T23:39:01.735Z","2025-08-01T06:14:23.037Z",11792.4,10507.5,2311.65,24,1050.75,"Charlotte","Wilson","charlotte.wilson@email.example","Cardiff Street 35","","Liverpool","","EH1 1AA","GB","+44653759955","Charlotte","Wilson","charlotte.wilson@email.example","Cardiff Street 35","","Liverpool","","EH1 1AA","GB","+44653759955",61,,,1,1012.5,1012.5
54,50,"charlotte.wilson@email.example","Charlotte Wilson","completed","EUR","bacs","Bank Transfer","2025-07-28T16:39:55.175Z","2025-07-28T23:39:01.735Z","2025-08-01T06:14:23.037Z",11792.4,10507.5,2311.65,24,1050.75,"Charlotte","Wilson","charlotte.wilson@email.example","Cardiff Street 35","","Liverpool","","EH1 1AA","GB","+44653759955","Charlotte","Wilson","charlotte.wilson@email.example","Cardiff Street 35","","Liverpool","","EH1 1AA","GB","+44653759955",53,,,1,2160,2160
54,50,"charlotte.wilson@email.example","Charlotte Wilson","completed","EUR","bacs","Bank Transfer","2025-07-28T16:39:55.175Z","2025-07-28T23:39:01.735Z","2025-08-01T06:14:23.037Z",11792.4,10507.5,2311.65,24,1050.75,"Charlotte","Wilson","charlotte.wilson@email.example","Cardiff Street 35","","Liverpool","","EH1 1AA","GB","+44653759955","Charlotte","Wilson","charlotte.wilson@email.example","Cardiff Street 35","","Liverpool","","EH1 1AA","GB","+44653759955",43,,,1,1350,1350
55,50,"charlotte.wilson@email.example","Charlotte Wilson","completed","EUR","bacs","Bank Transfer","2025-05-10T20:06:01.292Z","2025-05-11T12:22:07.071Z","2025-05-12T07:06:30.855Z",1537.2,1260,277.2,0,0,"Charlotte","Wilson","charlotte.wilson@email.example","Oxford Street 55","","Leeds","","SW1A 1AA","GB","+44798663016","Charlotte","Wilson","charlotte.wilson@email.example","Oxford Street 55","","Leeds","","SW1A 1AA","GB","+44798663016",90,,,1,1260,1260
56,51,"luca.rossi@email.example","Luca Rossi","completed","EUR","bacs","Bank Transfer","2024-04-04T22:13:31.989Z","2024-04-05T13:46:11.855Z","2024-04-06T06:14:12.718Z",6476.4,5782.5,1272.15,0,578.25,"Luca","Rossi","luca.rossi@email.example","Via Genova 58","","Bari","","50100","IT","+39884812854","Luca","Rossi","luca.rossi@email.example","Via Genova 58","","Bari","","50100","IT","+39884812854",52,,,1,1575,1575
56,51,"luca.rossi@email.example","Luca Rossi","completed","EUR","bacs","Bank Transfer","2024-04-04T22:13:31.989Z","2024-04-05T13:46:11.855Z","2024-04-06T06:14:12.718Z",6476.4,5782.5,1272.15,0,578.25,"Luca","Rossi","luca.rossi@email.example","Via Genova 58","","Bari","","50100","IT","+39884812854","Luca","Rossi","luca.rossi@email.example","Via Genova 58","","Bari","","50100","IT","+39884812854",66,,,3,1402.5,4207.5
57,52,"marco.rossi@email.example","Marco Rossi","completed","EUR","bacs","Bank Transfer","2024-06-01T06:31:54.287Z","2024-06-02T04:48:33.792Z","2024-06-08T20:23:59.271Z",4528.16,3678,809.16,41,0,"Marco","Rossi","marco.rossi@email.example","Via Torino 39","","Palermo","","90100","IT","+39427904566","Marco","Rossi","marco.rossi@email.example","Via Torino 39","","Palermo","","90100","IT","+39427904566",93,,,3,516,1548
57,52,"marco.rossi@email.example","Marco Rossi","completed","EUR","bacs","Bank Transfer","2024-06-01T06:31:54.287Z","2024-06-02T04:48:33.792Z","2024-06-08T20:23:59.271Z",4528.16,3678,809.16,41,0,"Marco","Rossi","marco.rossi@email.example","Via Torino 39","","Palermo","","90100","IT","+39427904566","Marco","Rossi","marco.rossi@email.example","Via Torino 39","","Palermo","","90100","IT","+39427904566",52,,,1,1575,1575
57,52,"marco.rossi@email.example","Marco Rossi","completed","EUR","bacs","Bank Transfer","2024-06-01T06:31:54.287Z","2024-06-02T04:48:33.792Z","2024-06-08T20:23:59.271Z",4528.16,3678,809.16,41,0,"Marco","Rossi","marco.rossi@email.example","Via Torino 39","","Palermo","","90100","IT","+39427904566","Marco","Rossi","marco.rossi@email.example","Via Torino 39","","Palermo","","90100","IT","+39427904566",17,,,1,555,555
58,53,"camille.bernard@email.example","Camille Bernard","completed","EUR","bacs","Bank Transfer","2024-04-02T07:36:28.373Z","2024-04-02T09:59:26.783Z","2024-04-08T03:25:21.648Z",14040.2,11460,2521.2,59,0,"Camille","Bernard","camille.bernard@email.example","Rue de Bordeaux 59","","Marseille","","06000","FR","+33881143793","Camille","Bernard","camille.bernard@email.example","Rue de Bordeaux 59","","Marseille","","06000","FR","+33881143793",55,,,1,2550,2550
58,53,"camille.bernard@email.example","Camille Bernard","completed","EUR","bacs","Bank Transfer","2024-04-02T07:36:28.373Z","2024-04-02T09:59:26.783Z","2024-04-08T03:25:21.648Z",14040.2,11460,2521.2,59,0,"Camille","Bernard","camille.bernard@email.example","Rue de Bordeaux 59","","Marseille","","06000","FR","+33881143793","Camille","Bernard","camille.bernard@email.example","Rue de Bordeaux 59","","Marseille","","06000","FR","+33881143793",26,,,1,1890,1890
58,53,"camille.bernard@email.example","Camille Bernard","completed","EUR","bacs","Bank Transfer","2024-04-02T07:36:28.373Z","2024-04-02T09:59:26.783Z","2024-04-08T03:25:21.648Z",14040.2,11460,2521.2,59,0,"Camille","Bernard","camille.bernard@email.example","Rue de Bordeaux 59","","Marseille","","06000","FR","+33881143793","Camille","Bernard","camille.bernard@email.example","Rue de Bordeaux 59","","Marseille","","06000","FR","+33881143793",27,,,3,2340,7020
59,53,"camille.bernard@email.example","Camille Bernard","completed","EUR","bacs","Bank Transfer","2023-12-21T18:26:43.562Z","2023-12-22T10:31:56.967Z","2023-12-25T06:58:22.639Z",19034.4,16995,3738.9,0,1699.5,"Camille","Bernard","camille.bernard@email.example","Rue de Lyon 72","","Lyon","","06000","FR","+33518140703","Camille","Bernard","camille.bernard@email.example","Rue de Lyon 72","","Lyon","","06000","FR","+33518140703",46,,,1,1200,1200
59,53,"camille.bernard@email.example","Camille Bernard","completed","EUR","bacs","Bank Transfer","2023-12-21T18:26:43.562Z","2023-12-22T10:31:56.967Z","2023-12-25T06:58:22.639Z",19034.4,16995,3738.9,0,1699.5,"Camille","Bernard","camille.bernard@email.example","Rue de Lyon 72","","Lyon","","06000","FR","+33518140703","Camille","Bernard","camille.bernard@email.example","Rue de Lyon 72","","Lyon","","06000","FR","+33518140703",22,,,3,2362.5,7087.5
59,53,"camille.bernard@email.example","Camille Bernard","completed","EUR","bacs","Bank Transfer","2023-12-21T18:26:43.562Z","2023-12-22T10:31:56.967Z","2023-12-25T06:58:22.639Z",19034.4,16995,3738.9,0,1699.5,"Camille","Bernard","camille.bernard@email.example","Rue de Lyon 72","","Lyon","","06000","FR","+33518140703","Camille","Bernard","camille.bernard@email.example","Rue de Lyon 72","","Lyon","","06000","FR","+33518140703",18,,,2,3172.5,6345
59,53,"camille.bernard@email.example","Camille Bernard","completed","EUR","bacs","Bank Transfer","2023-12-21T18:26:43.562Z","2023-12-22T10:31:56.967Z","2023-12-25T06:58:22.639Z",19034.4,16995,3738.9,0,1699.5,"Camille","Bernard","camille.bernard@email.example","Rue de Lyon 72","","Lyon","","06000","FR","+33518140703","Camille","Bernard","camille.bernard@email.example","Rue de Lyon 72","","Lyon","","06000","FR","+33518140703",84,,,1,2362.5,2362.5
60,53,"camille.bernard@email.example","Camille Bernard","completed","EUR","bacs","Bank Transfer","2025-07-13T17:20:29.806Z","2025-07-14T09:11:51.735Z","2025-07-21T07:09:49.205Z",2176.76,1758,386.76,32,0,"Camille","Bernard","camille.bernard@email.example","Rue de Strasbourg 88","","Nantes","","06000","FR","+33816518563","Camille","Bernard","camille.bernard@email.example","Rue de Strasbourg 88","","Nantes","","06000","FR","+33816518563",75,,,2,46.5,93
60,53,"camille.bernard@email.example","Camille Bernard","completed","EUR","bacs","Bank Transfer","2025-07-13T17:20:29.806Z","2025-07-14T09:11:51.735Z","2025-07-21T07:09:49.205Z",2176.76,1758,386.76,32,0,"Camille","Bernard","camille.bernard@email.example","Rue de Strasbourg 88","","Nantes","","06000","FR","+33816518563","Camille","Bernard","camille.bernard@email.example","Rue de Strasbourg 88","","Nantes","","06000","FR","+33816518563",17,,,3,555,1665
61,54,"emma.simon@email.example","Emma Simon","completed","EUR","bacs","Bank Transfer","2023-11-30T17:31:56.366Z","2023-12-01T08:35:59.467Z","2023-12-06T23:40:31.531Z",5142.3,4215,927.3,0,0,"Emma","Simon","emma.simon@email.example","Rue de Bordeaux 53","","Paris","","44000","FR","+33557415761","Emma","Simon","emma.simon@email.example","Rue de Bordeaux 53","","Paris","","44000","FR","+33557415761",67,,,2,2107.5,4215
62,55,"manon.durand@email.example","Manon Durand","completed","EUR","bacs","Bank Transfer","2025-05-02T04:27:26.891Z","2025-05-03T04:04:28.504Z","2025-05-04T09:32:29.416Z",7905.334,6434.7,1415.634,55,0,"Manon","Durand","manon.durand@email.example","Rue de Toulouse 46","","Marseille","","59000","FR","+33236102785","Manon","Durand","manon.durand@email.example","Rue de Toulouse 46","","Marseille","","59000","FR","+33236102785",72,,,3,209.4,628.2
62,55,"manon.durand@email.example","Manon Durand","completed","EUR","bacs","Bank Transfer","2025-05-02T04:27:26.891Z","2025-05-03T04:04:28.504Z","2025-05-04T09:32:29.416Z",7905.334,6434.7,1415.634,55,0,"Manon","Durand","manon.durand@email.example","Rue de Toulouse 46","","Marseille","","59000","FR","+33236102785","Manon","Durand","manon.durand@email.example","Rue de Toulouse 46","","Marseille","","59000","FR","+33236102785",25,,,1,429,429
62,55,"manon.durand@email.example","Manon Durand","completed","EUR","bacs","Bank Transfer","2025-05-02T04:27:26.891Z","2025-05-03T04:04:28.504Z","2025-05-04T09:32:29.416Z",7905.334,6434.7,1415.634,55,0,"Manon","Durand","manon.durand@email.example","Rue de Toulouse 46","","Marseille","","59000","FR","+33236102785","Manon","Durand","manon.durand@email.example","Rue de Toulouse 46","","Marseille","","59000","FR","+33236102785",13,,,3,1425,4275
62,55,"manon.durand@email.example","Manon Durand","completed","EUR","bacs","Bank Transfer","2025-05-02T04:27:26.891Z","2025-05-03T04:04:28.504Z","2025-05-04T09:32:29.416Z",7905.334,6434.7,1415.634,55,0,"Manon","Durand","manon.durand@email.example","Rue de Toulouse 46","","Marseille","","59000","FR","+33236102785","Manon","Durand","manon.durand@email.example","Rue de Toulouse 46","","Marseille","","59000","FR","+33236102785",11,,,1,1102.5,1102.5
63,55,"manon.durand@email.example","Manon Durand","completed","EUR","bacs","Bank Transfer","2024-02-26T02:42:08.687Z","2024-02-26T20:26:05.760Z","2024-03-03T06:18:28.840Z",1415.5,1125,247.5,43,0,"Manon","Durand","manon.durand@email.example","Rue de Lille 71","","Nice","","06000","FR","+33540842256","Manon","Durand","manon.durand@email.example","Rue de Lille 71","","Nice","","06000","FR","+33540842256",64,,,3,375,1125
64,56,"sofia.romano@email.example","Sofia Romano","completed","EUR","bacs","Bank Transfer","2024-03-31T12:38:34.051Z","2024-04-01T08:30:31.581Z","2024-04-03T17:02:55.862Z",1372.5,1125,247.5,0,0,"Sofia","Romano","sofia.romano@email.example","Via Bologna 37","","Genova","","16100","IT","+39247786531","Sofia","Romano","sofia.romano@email.example","Via Bologna 37","","Genova","","16100","IT","+39247786531",63,,,3,375,1125
65,58,"manon.simon@email.example","Manon Simon","completed","EUR","bacs","Bank Transfer","2024-02-05T15:03:22.671Z","2024-02-06T04:58:49.366Z","2024-02-10T09:12:03.281Z",7823.25,6412.5,1410.75,0,0,"Manon","Simon","manon.simon@email.example","Rue de Montpellier 71","","Bordeaux","","13001","FR","+33978872607","Manon","Simon","manon.simon@email.example","Rue de Montpellier 71","","Bordeaux","","13001","FR","+33978872607",18,,,1,3172.5,3172.5
65,58,"manon.simon@email.example","Manon Simon","completed","EUR","bacs","Bank Transfer","2024-02-05T15:03:22.671Z","2024-02-06T04:58:49.366Z","2024-02-10T09:12:03.281Z",7823.25,6412.5,1410.75,0,0,"Manon","Simon","manon.simon@email.example","Rue de Montpellier 71","","Bordeaux","","13001","FR","+33978872607","Manon","Simon","manon.simon@email.example","Rue de Montpellier 71","","Bordeaux","","13001","FR","+33978872607",41,,,1,1350,1350
65,58,"manon.simon@email.example","Manon Simon","completed","EUR","bacs","Bank Transfer","2024-02-05T15:03:22.671Z","2024-02-06T04:58:49.366Z","2024-02-10T09:12:03.281Z",7823.25,6412.5,1410.75,0,0,"Manon","Simon","manon.simon@email.example","Rue de Montpellier 71","","Bordeaux","","13001","FR","+33978872607","Manon","Simon","manon.simon@email.example","Rue de Montpellier 71","","Bordeaux","","13001","FR","+33978872607",76,,,2,945,1890
66,59,"manon.thomas@email.example","Manon Thomas","completed","EUR","bacs","Bank Transfer","2024-03-24T09:51:48.326Z","2024-03-24T17:39:22.003Z","2024-03-25T11:17:03.030Z",16479.15,13507.5,2971.65,0,0,"Manon","Thomas","manon.thomas@email.example","Rue de Strasbourg 88","","Toulouse","","67000","FR","+33261878441","Manon","Thomas","manon.thomas@email.example","Rue de Strasbourg 88","","Toulouse","","67000","FR","+33261878441",27,,,2,2340,4680
